chr,start
X,148960001
X,149040001
X,149050001
X,149060001
X,149070001
X,149080001
X,152250001
X,152260001
X,152280001
X,152290001
X,152300001
X,152310001
X,152320001
X,152330001
X,152400001
X,153440001
X,154800001
X,155270561
1,10001
1,180001
1,190001
1,200001
1,210001
1,220001
1,230001
1,280001
1,290001
1,300001
1,310001
1,320001
1,330001
1,360001
1,370001
1,480001
1,490001
1,500001
1,510001
1,520001
1,2650001
1,2660001
1,2670001
1,2680001
1,3860001
1,3870001
1,3880001
1,3890001
1,3900001
1,3910001
1,3920001
1,3930001
1,3940001
1,3950001
1,3960001
1,3970001
1,3980001
1,3990001
1,13060001
1,13070001
1,13080001
1,13090001
1,13100001
1,13110001
1,13130001
1,13140001
1,13150001
1,13230001
1,13240001
1,13250001
1,13260001
1,13270001
1,13280001
1,13290001
1,13300001
1,13310001
1,13320001
1,13330001
1,13390001
1,13400001
1,13430001
1,13440001
1,13490001
1,13500001
1,13560001
1,13570001
1,13580001
1,13590001
1,13600001
1,13610001
1,13620001
1,13760001
1,17140001
1,17150001
1,17160001
1,17170001
1,17180001
1,24280001
1,24290001
1,24300001
1,24320001
1,24330001
1,24340001
1,24350001
1,29890001
1,29900001
1,29910001
1,29920001
1,29930001
1,29940001
1,29950001
1,29960001
1,29970001
1,29980001
1,29990001
1,30000001
1,30010001
1,30020001
1,30030001
1,72780001
1,72790001
1,72800001
1,72810001
1,103860001
1,103870001
1,103880001
1,103890001
1,103900001
1,103910001
1,110240001
1,120710001
1,120720001
1,120730001
1,120740001
1,120750001
1,120950001
1,120960001
1,120970001
1,120980001
1,120990001
1,121000001
1,121010001
1,121020001
1,121030001
1,121040001
1,121050001
1,121060001
1,121070001
1,121080001
1,121090001
1,121500001
1,121510001
1,121520001
1,121530001
1,121540001
1,121550001
1,121560001
1,121570001
1,121580001
1,121590001
1,121600001
1,121610001
1,121620001
1,121630001
1,121640001
1,121650001
1,121660001
1,121670001
1,121680001
1,121690001
1,121700001
1,121710001
1,121720001
1,121730001
1,121740001
1,121750001
1,121760001
1,121770001
1,121780001
1,121790001
1,121800001
1,121810001
1,121820001
1,121830001
1,121840001
1,121850001
1,121860001
1,121870001
1,121880001
1,121890001
1,121900001
1,121910001
1,121920001
1,121930001
1,121940001
1,121950001
1,121960001
1,121970001
1,121980001
1,121990001
1,122000001
1,122010001
1,122020001
1,122030001
1,122040001
1,122050001
1,122060001
1,122070001
1,122080001
1,122090001
1,122100001
1,122110001
1,122120001
1,122130001
1,122140001
1,122150001
1,122160001
1,122170001
1,122180001
1,122190001
1,122200001
1,122210001
1,122220001
1,122230001
1,122240001
1,122250001
1,122260001
1,122270001
1,122280001
1,122290001
1,122300001
1,122310001
1,122320001
1,122330001
1,122340001
1,122350001
1,122360001
1,122370001
1,122380001
1,122390001
1,122400001
1,122410001
1,122420001
1,122430001
1,122440001
1,122450001
1,122460001
1,122470001
1,122480001
1,122490001
1,122500001
1,122510001
1,122520001
1,122530001
1,122540001
1,122550001
1,122560001
1,122570001
1,122580001
1,122590001
1,122600001
1,122610001
1,122620001
1,122630001
1,122640001
1,122650001
1,122660001
1,122670001
1,122680001
1,122690001
1,122700001
1,122710001
1,122720001
1,122730001
1,122740001
1,122750001
1,122760001
1,122770001
1,122780001
1,122790001
1,122800001
1,122810001
1,122820001
1,122830001
1,122840001
1,122850001
1,122860001
1,122870001
1,122880001
1,122890001
1,122900001
1,122910001
1,122920001
1,122930001
1,122940001
1,122950001
1,122960001
1,122970001
1,122980001
1,122990001
1,123000001
1,123010001
1,123020001
1,123030001
1,123040001
1,123050001
1,123060001
1,123070001
1,123080001
1,123090001
1,123100001
1,123110001
1,123120001
1,123130001
1,123140001
1,123150001
1,123160001
1,123170001
1,123180001
1,123190001
1,123200001
1,123210001
1,123220001
1,123230001
1,123240001
1,123250001
1,123260001
1,123270001
1,123280001
1,123290001
1,123300001
1,123310001
1,123320001
1,123330001
1,123340001
1,123350001
1,123360001
1,123370001
1,123380001
1,123390001
1,123400001
1,123410001
1,123420001
1,123430001
1,123440001
1,123450001
1,123460001
1,123470001
1,123480001
1,123490001
1,123500001
1,123510001
1,123520001
1,123530001
1,123540001
1,123550001
1,123560001
1,123570001
1,123580001
1,123590001
1,123600001
1,123610001
1,123620001
1,123630001
1,123640001
1,123650001
1,123660001
1,123670001
1,123680001
1,123690001
1,123700001
1,123710001
1,123720001
1,123730001
1,123740001
1,123750001
1,123760001
1,123770001
1,123780001
1,123790001
1,123800001
1,123810001
1,123820001
1,123830001
1,123840001
1,123850001
1,123860001
1,123870001
1,123880001
1,123890001
1,123900001
1,123910001
1,123920001
1,123930001
1,123940001
1,123950001
1,123960001
1,123970001
1,123980001
1,123990001
1,124000001
1,124010001
1,124020001
1,124030001
1,124040001
1,124050001
1,124060001
1,124070001
1,124080001
1,124090001
1,124100001
1,124110001
1,124120001
1,124130001
1,124140001
1,124150001
1,124160001
1,124170001
1,124180001
1,124190001
1,124200001
1,124210001
1,124220001
1,124230001
1,124240001
1,124250001
1,124260001
1,124270001
1,124280001
1,124290001
1,124300001
1,124310001
1,124320001
1,124330001
1,124340001
1,124350001
1,124360001
1,124370001
1,124380001
1,124390001
1,124400001
1,124410001
1,124420001
1,124430001
1,124440001
1,124450001
1,124460001
1,124470001
1,124480001
1,124490001
1,124500001
1,124510001
1,124520001
1,124530001
1,124540001
1,124550001
1,124560001
1,124570001
1,124580001
1,124590001
1,124600001
1,124610001
1,124620001
1,124630001
1,124640001
1,124650001
1,124660001
1,124670001
1,124680001
1,124690001
1,124700001
1,124710001
1,124720001
1,124730001
1,124740001
1,124750001
1,124760001
1,124770001
1,124780001
1,124790001
1,124800001
1,124810001
1,124820001
1,124830001
1,124840001
1,124850001
1,124860001
1,124870001
1,124880001
1,124890001
1,124900001
1,124910001
1,124920001
1,124930001
1,124940001
1,124950001
1,124960001
1,124970001
1,124980001
1,124990001
1,125000001
1,125010001
1,125020001
1,125030001
1,125040001
1,125050001
1,125060001
1,125070001
1,125080001
1,125090001
1,125100001
1,125110001
1,125120001
1,125130001
1,125140001
1,125150001
1,125160001
1,125170001
1,125180001
1,125190001
1,125200001
1,125210001
1,125220001
1,125230001
1,125240001
1,125250001
1,125260001
1,125270001
1,125280001
1,125290001
1,125300001
1,125310001
1,125320001
1,125330001
1,125340001
1,125350001
1,125360001
1,125370001
1,125380001
1,125390001
1,125400001
1,125410001
1,125420001
1,125430001
1,125440001
1,125450001
1,125460001
1,125470001
1,125480001
1,125490001
1,125500001
1,125510001
1,125520001
1,125530001
1,125540001
1,125550001
1,125560001
1,125570001
1,125580001
1,125590001
1,125600001
1,125610001
1,125620001
1,125630001
1,125640001
1,125650001
1,125660001
1,125670001
1,125680001
1,125690001
1,125700001
1,125710001
1,125720001
1,125730001
1,125740001
1,125750001
1,125760001
1,125770001
1,125780001
1,125790001
1,125800001
1,125810001
1,125820001
1,125830001
1,125840001
1,125850001
1,125860001
1,125870001
1,125880001
1,125890001
1,125900001
1,125910001
1,125920001
1,125930001
1,125940001
1,125950001
1,125960001
1,125970001
1,125980001
1,125990001
1,126000001
1,126010001
1,126020001
1,126030001
1,126040001
1,126050001
1,126060001
1,126070001
1,126080001
1,126090001
1,126100001
1,126110001
1,126120001
1,126130001
1,126140001
1,126150001
1,126160001
1,126170001
1,126180001
1,126190001
1,126200001
1,126210001
1,126220001
1,126230001
1,126240001
1,126250001
1,126260001
1,126270001
1,126280001
1,126290001
1,126300001
1,126310001
1,126320001
1,126330001
1,126340001
1,126350001
1,126360001
1,126370001
1,126380001
1,126390001
1,126400001
1,126410001
1,126420001
1,126430001
1,126440001
1,126450001
1,126460001
1,126470001
1,126480001
1,126490001
1,126500001
1,126510001
1,126520001
1,126530001
1,126540001
1,126550001
1,126560001
1,126570001
1,126580001
1,126590001
1,126600001
1,126610001
1,126620001
1,126630001
1,126640001
1,126650001
1,126660001
1,126670001
1,126680001
1,126690001
1,126700001
1,126710001
1,126720001
1,126730001
1,126740001
1,126750001
1,126760001
1,126770001
1,126780001
1,126790001
1,126800001
1,126810001
1,126820001
1,126830001
1,126840001
1,126850001
1,126860001
1,126870001
1,126880001
1,126890001
1,126900001
1,126910001
1,126920001
1,126930001
1,126940001
1,126950001
1,126960001
1,126970001
1,126980001
1,126990001
1,127000001
1,127010001
1,127020001
1,127030001
1,127040001
1,127050001
1,127060001
1,127070001
1,127080001
1,127090001
1,127100001
1,127110001
1,127120001
1,127130001
1,127140001
1,127150001
1,127160001
1,127170001
1,127180001
1,127190001
1,127200001
1,127210001
1,127220001
1,127230001
1,127240001
1,127250001
1,127260001
1,127270001
1,127280001
1,127290001
1,127300001
1,127310001
1,127320001
1,127330001
1,127340001
1,127350001
1,127360001
1,127370001
1,127380001
1,127390001
1,127400001
1,127410001
1,127420001
1,127430001
1,127440001
1,127450001
1,127460001
1,127470001
1,127480001
1,127490001
1,127500001
1,127510001
1,127520001
1,127530001
1,127540001
1,127550001
1,127560001
1,127570001
1,127580001
1,127590001
1,127600001
1,127610001
1,127620001
1,127630001
1,127640001
1,127650001
1,127660001
1,127670001
1,127680001
1,127690001
1,127700001
1,127710001
1,127720001
1,127730001
1,127740001
1,127750001
1,127760001
1,127770001
1,127780001
1,127790001
1,127800001
1,127810001
1,127820001
1,127830001
1,127840001
1,127850001
1,127860001
1,127870001
1,127880001
1,127890001
1,127900001
1,127910001
1,127920001
1,127930001
1,127940001
1,127950001
1,127960001
1,127970001
1,127980001
1,127990001
1,128000001
1,128010001
1,128020001
1,128030001
1,128040001
1,128050001
1,128060001
1,128070001
1,128080001
1,128090001
1,128100001
1,128110001
1,128120001
1,128130001
1,128140001
1,128150001
1,128160001
1,128170001
1,128180001
1,128190001
1,128200001
1,128210001
1,128220001
1,128230001
1,128240001
1,128250001
1,128260001
1,128270001
1,128280001
1,128290001
1,128300001
1,128310001
1,128320001
1,128330001
1,128340001
1,128350001
1,128360001
1,128370001
1,128380001
1,128390001
1,128400001
1,128410001
1,128420001
1,128430001
1,128440001
1,128450001
1,128460001
1,128470001
1,128480001
1,128490001
1,128500001
1,128510001
1,128520001
1,128530001
1,128540001
1,128550001
1,128560001
1,128570001
1,128580001
1,128590001
1,128600001
1,128610001
1,128620001
1,128630001
1,128640001
1,128650001
1,128660001
1,128670001
1,128680001
1,128690001
1,128700001
1,128710001
1,128720001
1,128730001
1,128740001
1,128750001
1,128760001
1,128770001
1,128780001
1,128790001
1,128800001
1,128810001
1,128820001
1,128830001
1,128840001
1,128850001
1,128860001
1,128870001
1,128880001
1,128890001
1,128900001
1,128910001
1,128920001
1,128930001
1,128940001
1,128950001
1,128960001
1,128970001
1,128980001
1,128990001
1,129000001
1,129010001
1,129020001
1,129030001
1,129040001
1,129050001
1,129060001
1,129070001
1,129080001
1,129090001
1,129100001
1,129110001
1,129120001
1,129130001
1,129140001
1,129150001
1,129160001
1,129170001
1,129180001
1,129190001
1,129200001
1,129210001
1,129220001
1,129230001
1,129240001
1,129250001
1,129260001
1,129270001
1,129280001
1,129290001
1,129300001
1,129310001
1,129320001
1,129330001
1,129340001
1,129350001
1,129360001
1,129370001
1,129380001
1,129390001
1,129400001
1,129410001
1,129420001
1,129430001
1,129440001
1,129450001
1,129460001
1,129470001
1,129480001
1,129490001
1,129500001
1,129510001
1,129520001
1,129530001
1,129540001
1,129550001
1,129560001
1,129570001
1,129580001
1,129590001
1,129600001
1,129610001
1,129620001
1,129630001
1,129640001
1,129650001
1,129660001
1,129670001
1,129680001
1,129690001
1,129700001
1,129710001
1,129720001
1,129730001
1,129740001
1,129750001
1,129760001
1,129770001
1,129780001
1,129790001
1,129800001
1,129810001
1,129820001
1,129830001
1,129840001
1,129850001
1,129860001
1,129870001
1,129880001
1,129890001
1,129900001
1,129910001
1,129920001
1,129930001
1,129940001
1,129950001
1,129960001
1,129970001
1,129980001
1,129990001
1,130000001
1,130010001
1,130020001
1,130030001
1,130040001
1,130050001
1,130060001
1,130070001
1,130080001
1,130090001
1,130100001
1,130110001
1,130120001
1,130130001
1,130140001
1,130150001
1,130160001
1,130170001
1,130180001
1,130190001
1,130200001
1,130210001
1,130220001
1,130230001
1,130240001
1,130250001
1,130260001
1,130270001
1,130280001
1,130290001
1,130300001
1,130310001
1,130320001
1,130330001
1,130340001
1,130350001
1,130360001
1,130370001
1,130380001
1,130390001
1,130400001
1,130410001
1,130420001
1,130430001
1,130440001
1,130450001
1,130460001
1,130470001
1,130480001
1,130490001
1,130500001
1,130510001
1,130520001
1,130530001
1,130540001
1,130550001
1,130560001
1,130570001
1,130580001
1,130590001
1,130600001
1,130610001
1,130620001
1,130630001
1,130640001
1,130650001
1,130660001
1,130670001
1,130680001
1,130690001
1,130700001
1,130710001
1,130720001
1,130730001
1,130740001
1,130750001
1,130760001
1,130770001
1,130780001
1,130790001
1,130800001
1,130810001
1,130820001
1,130830001
1,130840001
1,130850001
1,130860001
1,130870001
1,130880001
1,130890001
1,130900001
1,130910001
1,130920001
1,130930001
1,130940001
1,130950001
1,130960001
1,130970001
1,130980001
1,130990001
1,131000001
1,131010001
1,131020001
1,131030001
1,131040001
1,131050001
1,131060001
1,131070001
1,131080001
1,131090001
1,131100001
1,131110001
1,131120001
1,131130001
1,131140001
1,131150001
1,131160001
1,131170001
1,131180001
1,131190001
1,131200001
1,131210001
1,131220001
1,131230001
1,131240001
1,131250001
1,131260001
1,131270001
1,131280001
1,131290001
1,131300001
1,131310001
1,131320001
1,131330001
1,131340001
1,131350001
1,131360001
1,131370001
1,131380001
1,131390001
1,131400001
1,131410001
1,131420001
1,131430001
1,131440001
1,131450001
1,131460001
1,131470001
1,131480001
1,131490001
1,131500001
1,131510001
1,131520001
1,131530001
1,131540001
1,131550001
1,131560001
1,131570001
1,131580001
1,131590001
1,131600001
1,131610001
1,131620001
1,131630001
1,131640001
1,131650001
1,131660001
1,131670001
1,131680001
1,131690001
1,131700001
1,131710001
1,131720001
1,131730001
1,131740001
1,131750001
1,131760001
1,131770001
1,131780001
1,131790001
1,131800001
1,131810001
1,131820001
1,131830001
1,131840001
1,131850001
1,131860001
1,131870001
1,131880001
1,131890001
1,131900001
1,131910001
1,131920001
1,131930001
1,131940001
1,131950001
1,131960001
1,131970001
1,131980001
1,131990001
1,132000001
1,132010001
1,132020001
1,132030001
1,132040001
1,132050001
1,132060001
1,132070001
1,132080001
1,132090001
1,132100001
1,132110001
1,132120001
1,132130001
1,132140001
1,132150001
1,132160001
1,132170001
1,132180001
1,132190001
1,132200001
1,132210001
1,132220001
1,132230001
1,132240001
1,132250001
1,132260001
1,132270001
1,132280001
1,132290001
1,132300001
1,132310001
1,132320001
1,132330001
1,132340001
1,132350001
1,132360001
1,132370001
1,132380001
1,132390001
1,132400001
1,132410001
1,132420001
1,132430001
1,132440001
1,132450001
1,132460001
1,132470001
1,132480001
1,132490001
1,132500001
1,132510001
1,132520001
1,132530001
1,132540001
1,132550001
1,132560001
1,132570001
1,132580001
1,132590001
1,132600001
1,132610001
1,132620001
1,132630001
1,132640001
1,132650001
1,132660001
1,132670001
1,132680001
1,132690001
1,132700001
1,132710001
1,132720001
1,132730001
1,132740001
1,132750001
1,132760001
1,132770001
1,132780001
1,132790001
1,132800001
1,132810001
1,132820001
1,132830001
1,132840001
1,132850001
1,132860001
1,132870001
1,132880001
1,132890001
1,132900001
1,132910001
1,132920001
1,132930001
1,132940001
1,132950001
1,132960001
1,132970001
1,132980001
1,132990001
1,133000001
1,133010001
1,133020001
1,133030001
1,133040001
1,133050001
1,133060001
1,133070001
1,133080001
1,133090001
1,133100001
1,133110001
1,133120001
1,133130001
1,133140001
1,133150001
1,133160001
1,133170001
1,133180001
1,133190001
1,133200001
1,133210001
1,133220001
1,133230001
1,133240001
1,133250001
1,133260001
1,133270001
1,133280001
1,133290001
1,133300001
1,133310001
1,133320001
1,133330001
1,133340001
1,133350001
1,133360001
1,133370001
1,133380001
1,133390001
1,133400001
1,133410001
1,133420001
1,133430001
1,133440001
1,133450001
1,133460001
1,133470001
1,133480001
1,133490001
1,133500001
1,133510001
1,133520001
1,133530001
1,133540001
1,133550001
1,133560001
1,133570001
1,133580001
1,133590001
1,133600001
1,133610001
1,133620001
1,133630001
1,133640001
1,133650001
1,133660001
1,133670001
1,133680001
1,133690001
1,133700001
1,133710001
1,133720001
1,133730001
1,133740001
1,133750001
1,133760001
1,133770001
1,133780001
1,133790001
1,133800001
1,133810001
1,133820001
1,133830001
1,133840001
1,133850001
1,133860001
1,133870001
1,133880001
1,133890001
1,133900001
1,133910001
1,133920001
1,133930001
1,133940001
1,133950001
1,133960001
1,133970001
1,133980001
1,133990001
1,134000001
1,134010001
1,134020001
1,134030001
1,134040001
1,134050001
1,134060001
1,134070001
1,134080001
1,134090001
1,134100001
1,134110001
1,134120001
1,134130001
1,134140001
1,134150001
1,134160001
1,134170001
1,134180001
1,134190001
1,134200001
1,134210001
1,134220001
1,134230001
1,134240001
1,134250001
1,134260001
1,134270001
1,134280001
1,134290001
1,134300001
1,134310001
1,134320001
1,134330001
1,134340001
1,134350001
1,134360001
1,134370001
1,134380001
1,134390001
1,134400001
1,134410001
1,134420001
1,134430001
1,134440001
1,134450001
1,134460001
1,134470001
1,134480001
1,134490001
1,134500001
1,134510001
1,134520001
1,134530001
1,134540001
1,134550001
1,134560001
1,134570001
1,134580001
1,134590001
1,134600001
1,134610001
1,134620001
1,134630001
1,134640001
1,134650001
1,134660001
1,134670001
1,134680001
1,134690001
1,134700001
1,134710001
1,134720001
1,134730001
1,134740001
1,134750001
1,134760001
1,134770001
1,134780001
1,134790001
1,134800001
1,134810001
1,134820001
1,134830001
1,134840001
1,134850001
1,134860001
1,134870001
1,134880001
1,134890001
1,134900001
1,134910001
1,134920001
1,134930001
1,134940001
1,134950001
1,134960001
1,134970001
1,134980001
1,134990001
1,135000001
1,135010001
1,135020001
1,135030001
1,135040001
1,135050001
1,135060001
1,135070001
1,135080001
1,135090001
1,135100001
1,135110001
1,135120001
1,135130001
1,135140001
1,135150001
1,135160001
1,135170001
1,135180001
1,135190001
1,135200001
1,135210001
1,135220001
1,135230001
1,135240001
1,135250001
1,135260001
1,135270001
1,135280001
1,135290001
1,135300001
1,135310001
1,135320001
1,135330001
1,135340001
1,135350001
1,135360001
1,135370001
1,135380001
1,135390001
1,135400001
1,135410001
1,135420001
1,135430001
1,135440001
1,135450001
1,135460001
1,135470001
1,135480001
1,135490001
1,135500001
1,135510001
1,135520001
1,135530001
1,135540001
1,135550001
1,135560001
1,135570001
1,135580001
1,135590001
1,135600001
1,135610001
1,135620001
1,135630001
1,135640001
1,135650001
1,135660001
1,135670001
1,135680001
1,135690001
1,135700001
1,135710001
1,135720001
1,135730001
1,135740001
1,135750001
1,135760001
1,135770001
1,135780001
1,135790001
1,135800001
1,135810001
1,135820001
1,135830001
1,135840001
1,135850001
1,135860001
1,135870001
1,135880001
1,135890001
1,135900001
1,135910001
1,135920001
1,135930001
1,135940001
1,135950001
1,135960001
1,135970001
1,135980001
1,135990001
1,136000001
1,136010001
1,136020001
1,136030001
1,136040001
1,136050001
1,136060001
1,136070001
1,136080001
1,136090001
1,136100001
1,136110001
1,136120001
1,136130001
1,136140001
1,136150001
1,136160001
1,136170001
1,136180001
1,136190001
1,136200001
1,136210001
1,136220001
1,136230001
1,136240001
1,136250001
1,136260001
1,136270001
1,136280001
1,136290001
1,136300001
1,136310001
1,136320001
1,136330001
1,136340001
1,136350001
1,136360001
1,136370001
1,136380001
1,136390001
1,136400001
1,136410001
1,136420001
1,136430001
1,136440001
1,136450001
1,136460001
1,136470001
1,136480001
1,136490001
1,136500001
1,136510001
1,136520001
1,136530001
1,136540001
1,136550001
1,136560001
1,136570001
1,136580001
1,136590001
1,136600001
1,136610001
1,136620001
1,136630001
1,136640001
1,136650001
1,136660001
1,136670001
1,136680001
1,136690001
1,136700001
1,136710001
1,136720001
1,136730001
1,136740001
1,136750001
1,136760001
1,136770001
1,136780001
1,136790001
1,136800001
1,136810001
1,136820001
1,136830001
1,136840001
1,136850001
1,136860001
1,136870001
1,136880001
1,136890001
1,136900001
1,136910001
1,136920001
1,136930001
1,136940001
1,136950001
1,136960001
1,136970001
1,136980001
1,136990001
1,137000001
1,137010001
1,137020001
1,137030001
1,137040001
1,137050001
1,137060001
1,137070001
1,137080001
1,137090001
1,137100001
1,137110001
1,137120001
1,137130001
1,137140001
1,137150001
1,137160001
1,137170001
1,137180001
1,137190001
1,137200001
1,137210001
1,137220001
1,137230001
1,137240001
1,137250001
1,137260001
1,137270001
1,137280001
1,137290001
1,137300001
1,137310001
1,137320001
1,137330001
1,137340001
1,137350001
1,137360001
1,137370001
1,137380001
1,137390001
1,137400001
1,137410001
1,137420001
1,137430001
1,137440001
1,137450001
1,137460001
1,137470001
1,137480001
1,137490001
1,137500001
1,137510001
1,137520001
1,137530001
1,137540001
1,137550001
1,137560001
1,137570001
1,137580001
1,137590001
1,137600001
1,137610001
1,137620001
1,137630001
1,137640001
1,137650001
1,137660001
1,137670001
1,137680001
1,137690001
1,137700001
1,137710001
1,137720001
1,137730001
1,137740001
1,137750001
1,137760001
1,137770001
1,137780001
1,137790001
1,137800001
1,137810001
1,137820001
1,137830001
1,137840001
1,137850001
1,137860001
1,137870001
1,137880001
1,137890001
1,137900001
1,137910001
1,137920001
1,137930001
1,137940001
1,137950001
1,137960001
1,137970001
1,137980001
1,137990001
1,138000001
1,138010001
1,138020001
1,138030001
1,138040001
1,138050001
1,138060001
1,138070001
1,138080001
1,138090001
1,138100001
1,138110001
1,138120001
1,138130001
1,138140001
1,138150001
1,138160001
1,138170001
1,138180001
1,138190001
1,138200001
1,138210001
1,138220001
1,138230001
1,138240001
1,138250001
1,138260001
1,138270001
1,138280001
1,138290001
1,138300001
1,138310001
1,138320001
1,138330001
1,138340001
1,138350001
1,138360001
1,138370001
1,138380001
1,138390001
1,138400001
1,138410001
1,138420001
1,138430001
1,138440001
1,138450001
1,138460001
1,138470001
1,138480001
1,138490001
1,138500001
1,138510001
1,138520001
1,138530001
1,138540001
1,138550001
1,138560001
1,138570001
1,138580001
1,138590001
1,138600001
1,138610001
1,138620001
1,138630001
1,138640001
1,138650001
1,138660001
1,138670001
1,138680001
1,138690001
1,138700001
1,138710001
1,138720001
1,138730001
1,138740001
1,138750001
1,138760001
1,138770001
1,138780001
1,138790001
1,138800001
1,138810001
1,138820001
1,138830001
1,138840001
1,138850001
1,138860001
1,138870001
1,138880001
1,138890001
1,138900001
1,138910001
1,138920001
1,138930001
1,138940001
1,138950001
1,138960001
1,138970001
1,138980001
1,138990001
1,139000001
1,139010001
1,139020001
1,139030001
1,139040001
1,139050001
1,139060001
1,139070001
1,139080001
1,139090001
1,139100001
1,139110001
1,139120001
1,139130001
1,139140001
1,139150001
1,139160001
1,139170001
1,139180001
1,139190001
1,139200001
1,139210001
1,139220001
1,139230001
1,139240001
1,139250001
1,139260001
1,139270001
1,139280001
1,139290001
1,139300001
1,139310001
1,139320001
1,139330001
1,139340001
1,139350001
1,139360001
1,139370001
1,139380001
1,139390001
1,139400001
1,139410001
1,139420001
1,139430001
1,139440001
1,139450001
1,139460001
1,139470001
1,139480001
1,139490001
1,139500001
1,139510001
1,139520001
1,139530001
1,139540001
1,139550001
1,139560001
1,139570001
1,139580001
1,139590001
1,139600001
1,139610001
1,139620001
1,139630001
1,139640001
1,139650001
1,139660001
1,139670001
1,139680001
1,139690001
1,139700001
1,139710001
1,139720001
1,139730001
1,139740001
1,139750001
1,139760001
1,139770001
1,139780001
1,139790001
1,139800001
1,139810001
1,139820001
1,139830001
1,139840001
1,139850001
1,139860001
1,139870001
1,139880001
1,139890001
1,139900001
1,139910001
1,139920001
1,139930001
1,139940001
1,139950001
1,139960001
1,139970001
1,139980001
1,139990001
1,140000001
1,140010001
1,140020001
1,140030001
1,140040001
1,140050001
1,140060001
1,140070001
1,140080001
1,140090001
1,140100001
1,140110001
1,140120001
1,140130001
1,140140001
1,140150001
1,140160001
1,140170001
1,140180001
1,140190001
1,140200001
1,140210001
1,140220001
1,140230001
1,140240001
1,140250001
1,140260001
1,140270001
1,140280001
1,140290001
1,140300001
1,140310001
1,140320001
1,140330001
1,140340001
1,140350001
1,140360001
1,140370001
1,140380001
1,140390001
1,140400001
1,140410001
1,140420001
1,140430001
1,140440001
1,140450001
1,140460001
1,140470001
1,140480001
1,140490001
1,140500001
1,140510001
1,140520001
1,140530001
1,140540001
1,140550001
1,140560001
1,140570001
1,140580001
1,140590001
1,140600001
1,140610001
1,140620001
1,140630001
1,140640001
1,140650001
1,140660001
1,140670001
1,140680001
1,140690001
1,140700001
1,140710001
1,140720001
1,140730001
1,140740001
1,140750001
1,140760001
1,140770001
1,140780001
1,140790001
1,140800001
1,140810001
1,140820001
1,140830001
1,140840001
1,140850001
1,140860001
1,140870001
1,140880001
1,140890001
1,140900001
1,140910001
1,140920001
1,140930001
1,140940001
1,140950001
1,140960001
1,140970001
1,140980001
1,140990001
1,141000001
1,141010001
1,141020001
1,141030001
1,141040001
1,141050001
1,141060001
1,141070001
1,141080001
1,141090001
1,141100001
1,141110001
1,141120001
1,141130001
1,141140001
1,141150001
1,141160001
1,141170001
1,141180001
1,141190001
1,141200001
1,141210001
1,141220001
1,141230001
1,141240001
1,141250001
1,141260001
1,141270001
1,141280001
1,141290001
1,141300001
1,141310001
1,141320001
1,141330001
1,141340001
1,141350001
1,141360001
1,141370001
1,141380001
1,141390001
1,141400001
1,141410001
1,141420001
1,141430001
1,141440001
1,141450001
1,141460001
1,141470001
1,141480001
1,141490001
1,141500001
1,141510001
1,141520001
1,141530001
1,141540001
1,141550001
1,141560001
1,141570001
1,141580001
1,141590001
1,141600001
1,141610001
1,141620001
1,141630001
1,141640001
1,141650001
1,141660001
1,141670001
1,141680001
1,141690001
1,141700001
1,141710001
1,141720001
1,141730001
1,141740001
1,141750001
1,141760001
1,141770001
1,141780001
1,141790001
1,141800001
1,141810001
1,141820001
1,141830001
1,141840001
1,141850001
1,141860001
1,141870001
1,141880001
1,141890001
1,141900001
1,141910001
1,141920001
1,141930001
1,141940001
1,141950001
1,141960001
1,141970001
1,141980001
1,141990001
1,142000001
1,142010001
1,142020001
1,142030001
1,142040001
1,142050001
1,142060001
1,142070001
1,142080001
1,142090001
1,142100001
1,142110001
1,142120001
1,142130001
1,142140001
1,142150001
1,142160001
1,142170001
1,142180001
1,142190001
1,142200001
1,142210001
1,142220001
1,142230001
1,142240001
1,142250001
1,142260001
1,142270001
1,142280001
1,142290001
1,142300001
1,142310001
1,142320001
1,142330001
1,142340001
1,142350001
1,142360001
1,142370001
1,142380001
1,142390001
1,142400001
1,142410001
1,142420001
1,142430001
1,142440001
1,142450001
1,142460001
1,142470001
1,142480001
1,142490001
1,142500001
1,142510001
1,142520001
1,142530001
1,142740001
1,142750001
1,142760001
1,142770001
1,142780001
1,142980001
1,142990001
1,143000001
1,143010001
1,143020001
1,143030001
1,143040001
1,143050001
1,143060001
1,143070001
1,143080001
1,143090001
1,143100001
1,143110001
1,143120001
1,143300001
1,143310001
1,143320001
1,143330001
1,143340001
1,143550001
1,143560001
1,143570001
1,143580001
1,143590001
1,143600001
1,143610001
1,143620001
1,143630001
1,143640001
1,143650001
1,143700001
1,143780001
1,143790001
1,143800001
1,143810001
1,143820001
1,143830001
1,143840001
1,143850001
1,143860001
1,143870001
1,144100001
1,144110001
1,144120001
1,144130001
1,144140001
1,144150001
1,144240001
1,144250001
1,144260001
1,144270001
1,144280001
1,144290001
1,144300001
1,144360001
1,144380001
1,144390001
1,144400001
1,144410001
1,144420001
1,144430001
1,144440001
1,144450001
1,144630001
1,144640001
1,144650001
1,144660001
1,144670001
1,144720001
1,144730001
1,144740001
1,144750001
1,144760001
1,144770001
1,144780001
1,144790001
1,144800001
